COLONYNO,SiteID,GEOCODE,DELORME,ColName,Island,Coastal,Hardwoods,Softwoods,Snags,LiveTrees,WithinWetland,WaterbodyShore,Upland,HabitatDesc,Directions,Comments,History,IWWH,SNI,PFW,X_UTMNAD83,Y_UTMNAD83,LAT,LONG,CIRNO,HABITAT,WWHNO,COLSIZE,IWWHNum,TWWHNum,Major Watershed,Subwatershed,FormerEO,GISStatus,Reported2009,Found2009
663,WBC0663,09210,16B1,Blue Hill Bay - Bartlett Island,1,1,0,0,0,0,0,0,0,,,Source: Reported to IFW by Rich MacDonald who read about it in writings by James Bond: active sometime between 1937 and 1967,,0,0,0,544700,4911000,544700,4911000,59-240,,,,,,,,0,added 3/2009,1,0
664,WBC0664,09370,16B5,Frenchman Bay - Ironbound Island,1,1,0,0,0,0,0,0,0,,,Source: Reported to IFW by Rich MacDonald who read about it in writings by James Bond: active sometime between 1937 and 1967; Chris Witt (1997); Bud Long; destroyed by ice storm in winter 1971-72?,,0,0,0,568800,4916000,568800,4916000,59-182,,,,,,,,0,added 3/2009,1,0
665,WBC0665,09190,16D4,Blue Hill Bay southeast approach - Little Duck Island,1,1,0,0,0,0,0,0,0,,,"Source: James Bond (1967, 1971) noted small breeding colony of BCNH in 1923 and 1949.",,0,1,0,560500,4892000,560500,4892000,59-439,,,,,,,,0,added 3/2009,1,0
666,WBC0666,19090,32C3,"West Branch Dead Stream 2 (wetland next to Rte 15, and NW of Bull Hill)",0,0,1,0,1,0,1,0,0,,"Travel north/west on Rte 15 ~1 mi past the Charleston Correctional Facility.  After you pass the prison, go down the hill, after the low point in the road, look to the left for a road/pull-off area, park here.  Walk across the road to a trail. Follow trail to right (south) and then to the east.  Colony can be seen on south side of trail.",Source: Buster Carter,,0,0,0,492100,4995000,492100,4995000,,,,,,,,,0,added 3/2009,1,0
667,WBC0667,05030,06C4,New Meadows River - Gurnet Strait - Iron Island,1,1,0,0,0,0,0,0,0,,Small island east of Upper Coombs Island and south of Woodward Point in Brunswick.  Not sure of exact location of colony on the island.,Source: 3/20/09 email from Sue Jowett to D. D'Auria; this colony began with 5-8 nests the spring (1991) after the York Pond heronry was cut down,,0,0,0,427600,4857000,427600,4857000,55-087,,,,,,,,0,added 3/2009,1,0
668,WBC0668,29280,26C4,Mill Creek,0,0,0,1,0,1,0,0,1,Large white pines,,Source: 3/24/09 email from Joe McBrine (game warden); may be visible from the road with a scope.,,0,0,0,626200,4951000,626200,4951000,,,,,,,,,0,added 4/2009,1,0
669,WBC0669,09804,24D3,Great Pond - Bowman Brook,0,0,0,1,1,0,1,0,0,,"From Jct of Rte 182 and U.S. Hwy 1 in Hancock, go 2.5 mi NE on 182 to Egypt Ln & ake left. Go ~1.7 mi to dirt rd (Handy's Rd) on right before gravel pit. Take this E ~0.7 mi, bear left (Dalton's Dr), go N ~0.8 mi, turn left thru gate (need combo)…","Directions, cont'd: From gate, go WNW ~0.65 mi to T go right ~0.15 mi, then left ~0.27 mi, go right until washed out - go past stream on foot then W thru woods.Source: 3/29/08 email from Kevin Anthony; 20 nests, 2 trees in beaver flowage NW of Great Pond.",,0,0,0,554600,4941000,554600,4941000,,,,,,,,,0,added 4/2009,1,0
670,WBC0670,05100,05C3,Allen Bog,0,0,0,0,1,0,1,0,0,,"From I-95 go West on Rtes 4/115/202 ~3 mi. Turn right on Campbell Shore Rd, go ~0.7 mi. Turn right on Mountain View Rd, to driveway with 2 mailboxes for #48 and #50.  Park at second house, access wetland by walking from house east through woods to shore. Nests may be spread out.",Source: 3/31/09 email from Leona Crooker,,1,0,0,389100,4859000,389100,4859000,,,,,Iwwh010983,,,,0,added 4/2009,1,0
671,WBC0671,07210,19D5,Wilson Stream,0,0,0,1,1,0,1,0,0,,"From jct of Rte 133 and Rte 2 in Farmington, go west on Rte 2 ~0.7 mi. Take right onto Bryant Rd. Take to the end and walk north (<0.2 mi) to bog.",Source: 4/12/09 email from Tom Upham; nests in 2 dead trees in middle of pond; active past 4-5 years.,,0,0,0,406600,4942000,406600,4942000,,,,,,,,,0,added 4/2009,1,0
672,WBC0672,25827,39C2,Barrett Pond,0,0,0,1,0,1,0,0,1,,"From Rte 201 in Dennistown, take the Holeb Rd W 20.2 mi. Take a left on Barrett Brook Rd, go 1.9 mi. Walk up skid trail at azimth of 210 degrees. The point is a rocky knoll ~0.25 mi N of Barrett Pond. Forest cover of knoll is pine & spruce surr. by HW.",Source: 4/15/09 email from Nate Gray; expressed concern over DOC cutting the area.,,0,0,0,383500,5042000,383500,5042000,,,,,,,,,0,added 4/2009,1,0
673,WBC0673,11040,21D3,Sebasticook River (unnamed tributary; wetland between I-95 and railroad),0,0,0,0,0,0,0,0,0,,,Source: 4/18/09 eagle survey data,,0,0,0,455300,4940000,455300,4940000,,,,,,,,,0,added 5/2009,0,1
674,WBC0674,27050,22D5,Meadow Brook (wetland to W of powerline intersection),0,0,0,0,0,0,1,0,0,,,Source: 4/18/09 eagle survey data,,1,0,0,502800,4939000,502800,4939000,,,,,,,,,0,added 5/2009,0,1
675,WBC0675,21821,33B1,Dead Stream,0,0,1,1,1,0,1,0,0,,"From I-95 Howland Exit #217, take Rte 6/155 west to County Rd (aka Boyd Lake Rd) in Orneville. Turn right (N) on this rd, go ~2.4 mi & park. Walk E thru woods towards waypoint: 508937 E; 5001454 N. Or, from I-95 Howland Exit #217, take Rte 6/155 west to gated road before County Rd (need key from AFM). Follow road north (at 1 mile, go to left) for ~1.7 miles.  Park on road and walk west to wetland.",Source: 4/24/09 post-delisting monitoring for bald eagles,,0,0,0,508900,5001000,508900,5001000,,,,,,,,,0,added 5/2009,0,1
677,WBC0677,27230,22D1,Bithers Brook,0,0,0,1,1,1,1,0,0,,"From Rte 9/202 in Troy, turn S on Myrick Rd across from jct of Rte 220. Follow Myrick Rd S to 4-way intersection, turn right on Stage Coach Rd. Go ~1 mi, cross over Bithers Brook, turn left onto camp road after cross stream. Park off road, follow woods rd S/SE along flowage. Follow shoreline S to obs pts (477164E, 4941965N and 477200E, 4941817N)",Source: 4/25/09 aerial survey; colony is to E of brook.,"Barry McCormick of Unity said there were many more birds present after ice storm in mid-1990s but they have been declining. He also said since the town trapped beaver out of flowage, the water has gone down significantly.",0,0,0,477200,4942000,477200,4942000,,,,,,,,,0,added 5/2009,0,1
678,WBC0678,27050,22D5,Meadow Brook (wetland S of Delaware Mtn),0,0,0,1,1,0,1,0,0,,"From North Searsport Rd turn onto White Orchard Rd. Drive to where rd gets rough and park. Walk down old road towards powerline. As approach powerline, colony wetland is to the right (S) ~250 yds thru woods. Wetland eventually meets powerline.","Source: 4/25/09 aerial survey; colony to NE of powerline, W of Mt Waldo. GPS = 44N 43.613', 68W 55.538'",,1,0,0,505900,4936000,505900,4936000,,,,,Iwwh032027,,,,0,added 5/2009,0,1
679,WBC0679,05230,05D1,Rich Mill Pond,1,0,0,1,1,1,0,0,1,,"Very small island in southwest corner of pond, just off tip of a peninsula.",Source: Email from Karen McNutt.  Active in 2007 and 2007 with 5 nests (10 birds).,,0,0,0,373300,4850000,373300,4850000,,,,,,,,,0,added 5/2009,1,0
680,WBC0680,27100,13B5,Sheepscot River,0,0,0,0,1,0,1,0,0,,"Coming from Lake Saint George State Park beach, turn left on Rte 3 (west). Just after Sheepscott River, turn right on level Hill Rd. After ~1 mi turn right onto Hostile Valley Rd. Continue to top of hill and look for mailbox 1315. House is on the right.  Walk down hill behind house to wetland.  Contact landowner prior.","Source: 3/26/09 eagle survey; 3 nests, 0 birds.",,1,0,0,470700,4918000,470700,4918000,,,,,Iwwh203481,,,,0,added 5/2009,0,1
681,WBC0681,11060,13B4,West Branch Sheepscot River,0,0,0,0,1,0,1,0,0,,"Branch Mills Rd in Palermo, travel south on Rte 3 to Phillips Rd (seasonally maintained).  Follow this road ~0.56 mi, take trail to right; follow ~0.28 mi, then cut through woods to wetland (down hill).","Source: 3/26/09 eagle survey; 9 nests, 2 birds.",,1,0,0,461600,4916000,461600,4916000,,,,,,,,,0,added 5/2009,0,1
682,WBC0682,29180,25C2,Spring Brook,0,0,0,0,1,0,1,0,0,,,Source: 4/1/09 post-delisting monitoring for eagles; 1 nest in spruce considered probable GBHE.,,1,0,0,580300,4950000,580300,4950000,,,,,,,,,0,added 5/2009,0,1
683,WBC0683,11290,12C3,Hoyt Brook,0,0,0,0,0,0,0,0,0,,,"Source: Warden pilot, Dan Dufault, 4/2/09 email. GPS=44N 18.227', 70W 00.884'",,0,0,0,420500,4906000,420500,4906000,,,,,,,,,0,added 5/2009,1,0
684,WBC0684,19180,23B5,Fitts Pond (flowage to N),0,0,0,1,1,0,1,0,0,,"From Rte 9 in Eddington, take Rte 46 S to Black Cap Rd on left. Go left  for ~1 mi. turn left on Camp Roosevelt Rd. wetland is on left side before Fitts Pond.","Source: Warden pilot, Dan Dufault, 4/2/09 email. GPS = 44N 46.717', 68W 33.751'",,1,0,0,534500,4958000,534500,4958000,,,,,Iwwh203409,,,,0,added 5/2009,1,0
685,WBC0685,11040,21D4,Fifteenmile Stream S (wetland S of Rte 139 and N of Bog Road),0,0,1,1,1,0,1,0,0,,"E on Rte 139 (Unity Rd) in Benton; 0.25 mi past intersection w Hanscom and Monk Rds, look for cabled logging road on right (S). Park; walk on woods rd; forks all to left; after 0.5 mi climb hill leaving a wetland to left. Over hill, bushwack E to colony.","Source: Warden pilot, Dan Dufault, 4/2/09 email. GPS = 44N 36.132', 69W 27.372'",,1,0,0,463800,4939000,463800,4939000,,,,,Iwwh204095,,,,0,added 5/2009,1,0
686,WBC0686,05010,04C3,Hancock Brook,0,0,0,1,1,0,1,0,0,,"From Hiram, take Rte 117 N 0.5 mi, make right onto Sebago Rd. Go 1.3 mi to Wards Hill Rd, take right. Park at 95 Wards Hill Rd & walk E down slope to wetland. Nest on east side.","Source: 4/20/09 aerial survey. GPS = 43N 51.977', 70W 45.515'.",,1,0,0,358500,4859000,358500,4859000,,,,,Iwwh010736,,,,0,added 5/2009,0,1
687,WBC0687,05190,05B2,Nubble Pond (flowage to NE),0,0,0,1,1,0,1,0,0,,"From junction of Rtes 11 & 121 in Casco, go south on Rte 121 to Plains Rd.  Go east (left) ~1 mi to path on left with boulders. Follow path along south side of Nubble Pond until pond's inlet.  Inlet leads to wetland where colony is.","Source: 4/20/09 aerial survey. GPS=43N 57.354', 70W 28.608'.",,1,0,0,381400,4868000,381400,4868000,,,,,Iwwh010892,,,,0,added 5/2009,0,1
688,WBC0688,27250,14A3,Passagassawakeag River (wetland N of Kendalls Corner on unnamed tributary),0,0,0,0,1,0,1,0,0,,"From Kendalls Corner (at JCT of Kingsbury Rd & Rte 137) in Waldo, travel NW on 137 ~0.6 mi to Belfast Area Child Care Services (address: #1025). Turn into driveway, park at back NW corner of lot. Flagging denotes trail N to wetland.","Source: 4/18/09 email from warden pilot Dan Dufault.GPS=44N 27.686', 69W 05.940'",,1,0,0,492200,4923000,492200,4923000,,,,,Iwwh200938,,,,0,added 5/2009,1,0
689,WBC0689,25180,20D4,Mercer Stream (wetland to east),0,0,0,0,1,0,1,0,0,,"From East Mercer (Jct of Rtes 2 & 137) go west on Rte 2 for 2.1 mi.  Make a left on Beech Hill Rd, go 3/4 mi to Decker Rd. Make a right, go 1.1 mi to field on left. Flowage is at back of field; andowner lives across street from field. Need to research and obtain landowner permission prior to access.","Source: 4/18/09 email from warden pilot Dan Dufault. GPS=44N 39.336', 69W 55.111'",,0,0,0,427300,4945000,427300,4945000,,,,,,,,,0,added 5/2009,1,0
690,WBC0690,27130,14A1,Halfmoon Stream,0,0,0,0,1,0,1,0,0,,"From Clarks Corner (at JCT of Rtes 3 & 220) in Liberty, take 220 ~3.3 mi to Burnham Hill Rd. Make left, go 0.5 mi to Halldale Rd. Make right, go ~1.7 mi to driveway on right (sharp turn in road towards left here.Walk on trail E to wetland. Nests at S end.","Source: 4/18/09 email from warden pilot Dan Dufault. GPS = 44N 28.029', 69W 17.783'. one nest looks small, possible osprey.",,0,0,0,476500,4924000,476500,4924000,,,,,,,,,0,added 5/2009,1,0
691,WBC0691,11130,12C4,Bog Pond,0,0,0,1,1,0,1,0,0,,"Access from Dot Campbell's house at 17 Forest Cir; Manchester ME (mailbox says ""Woods"") Walk across lawn, through woods to pond","Source: 4/18/09 email from warden pilot Dan Dufault. GPS= 44N 18.013', 69W 51.859'. one nest but possible osprey. location adjusted based on 5/4/09 aerial survey and 5/28/09 ground survey.",,1,0,0,431100,4906000,431100,4906000,,,,,,,,,0,added 5/2009,1,0
692,WBC0692,05020,04A4,Rodgers Brook,0,0,0,1,1,0,1,0,0,,"From JCT of Rtes 302 & 117 in Bridgton, take Rte 117 N ~ 1mi to Middle Ridge Rd. Turn left, go ~0.5 mi to where small stream flows under rd. Colony is to left (W). The stream flows out of the colony wetland.",Source: 4/9/09 email from Jean Preis.,"Leigh Macmillen Hayes spoke w/Rob Knowles (has been creating and grooming XC ski trails thru woods near colony since early '80's; he doesn't remember a time when the rookery wasn't there (suspects fewer nests back then). 15 yrs ago, trail went thru col.",0,0,0,363100,4882000,363100,4882000,,,,,,,,,0,added 5/2009,1,0
693,WBC0693,05020,04B4,Holt Pond,0,0,0,1,1,1,1,0,0,,,Source: 4/9/09 email from Jean Preis.,,1,0,0,365100,4871000,365100,4871000,,,,,,,,,0,added 5/2009,1,0
694,WBC0694,09070,23D2,Stubby Brook,0,0,0,1,1,0,1,0,0,,,Source: 5/6/09 aerial survey,,1,0,0,518900,4940000,518900,4940000,,,,,,,,,0,added 5/2009,0,1
695,WBC0695,19190,33C3,Hemlock Stream (Middle - 2),0,0,0,0,1,0,1,0,0,,"From I-95, exit 217 (Howland). Take Rte 6/155 W ~2.2 mi to 155-30 Rd (aka Gun Barrel Rd).Follow ~1.9 mi, go right for ~0.4 mi, rd turns left. Follow main rd ~3.5 mi & park. Hike E down hill to wetland. Nests probably at north end of wetland.",,,1,0,0,521700,5000000,521700,5000000,,,,,Iwwh110781,,,,0,added 5/2009,0,1
696,WBC0696,25280,21B2,Safford Brook,0,0,1,1,1,0,1,0,0,,Wetland to east of Round and Oakes Ponds.,Source: 5/13/09 eagle survey by Charlie Todd,,1,0,0,451400,4956000,451400,4956000,,,,,,,,,0,added 5/2009,0,1
697,WBC0697,07030,20E2,Parker Pond West,0,0,0,1,0,1,0,1,1,,Wetland to W of Parker Pond,Source: 5/13/09 eagle survey by Charlie Todd,,1,0,0,416700,4928000,416700,4928000,,,,,Iwwh070633,,,,0,added 5/2009,0,1
698,WBC0698,07811,29A1,Jim Pond (Northwest Inlet),0,0,0,0,0,0,0,0,0,,,Source: originally eagle data from 2008?; surveyed again in 2009.,,0,0,0,380600,5015000,380600,5015000,,,,,,,,,0,added 5/2009,0,0
699,WBC0699,03570,67D2,Third Lake - Wallagrass Stream,0,0,0,0,0,0,0,0,0,Pines?,,"Source: Region G files; 3/21/89: visited by bio-aides Kemper and  Sheehan: 7 nests observed due north of rd approx 5 chains into woods; nests mostly in live white spruce. On photocopy of paper map, ""20-30 nests?"" written.",,0,0,0,515000,5217000,515000,5217000,,,,,,,,,0,added 5/2009,0,0
700,WBC0700,03842,61E2,Campbell Brook,0,0,0,1,0,1,0,1,1,Upland?,,"Source: Region G files, 8-12 nests, inspected by A. Lovewell and R. Hoppe 7/21/1998",,0,0,0,451200,5166000,451200,5166000,,,,,,,,,0,added 5/2009,0,0
701,WBC0701,09170,24E2,Kilkenny Stream,0,0,0,1,1,0,1,0,0,,"From intersection of Washington Junction Rd and US Hwy 1 in Hancock, go ~1 mi to old woods rd on N (left) side of rd. park here & follow W/NW to property line which is well flagged. Follow property line N to wetland edge. Go a bit west to get good view.",Source: 5/8/09 eagle survey by Charlie Todd; Followup aerial survey by D. D'Auria on 5/18/09,,0,0,0,552200,4933000,552200,4933000,,,,,,,,,0,added 5/2009,0,1
702,WBC0702,11270,13C2,Dearborn Brook (wetland to E),0,0,0,0,1,0,1,0,0,Flowage,"From NW corner of Windsor Fairgrounds, walk logging road west to 2 small boulders on right and boulder embedded in road (<0.25 mi). Go right (N) up small cleared slope, go over hill 60 ft then go left. Wetland & nests visible thru trees.",Source: 5/4/09 heron survey by D. D'Auria,,1,0,0,452200,4905000,452200,4905000,,,,,Iwwh202779,,,,0,added 5/2009; modified 8/2010,0,1
703,WBC0703,31240,02A2,Davis Brook,0,0,0,1,1,0,1,0,0,Dead pines,,"Source: Julie/Steve Conley, Friends of Abbott Mountain; visited on ground by M. Merchant 5/2009",,1,0,0,351800,4827000,351800,4827000,,,,,,,,,0,added 5/2009,1,0
704,WBC0704,31170,02B5,Parker Pond (wetland to W),0,0,0,1,1,0,1,0,0,Dead pine,At the end of Daniella Dr off Mast Rd,Source: first reported by Ken Simard; verified by M. Merchant on the ground 5/2009,,1,0,0,369200,4821000,369200,4821000,,,,,,,,,0,added 5/2009,1,0
705,WBC0705,27070,14C5,West Penobscot Bay - Seven Hundred Acre Island (S),1,1,1,1,1,1,0,0,1,"Mostly spruce, but 1 nest in red maple","By boat, go to SW corner of 700 Acre Island. There is a beach (cobble) here (W of Biscuit Ledge) to row a dinghy to. From beach hike into woods to GPS coordinate: 502820 E, 4899872 N. Primarily spruce stand w/some hardwoods. Moist ground w/ sphagnum.",Source: 4/27/09 aerial survey by D. D'Auria,,0,0,0,502700,4900000,502700,4900000,77-054,,,,,,,,0,added 5/2009,0,1
706,WBC0706,21160,31D4,Ike Brook,0,0,0,0,1,0,1,0,0,Snags in flowage,"From Guilford, take 150 S ~5 mi, turn right onto Lander Rd. Go ~2 mi, take right onto Hubbard Rd. Take 1st left off Hubbard onto woods road, go to landing at end of rd. Walk due W to wetland. GPS: 461103 E, 4990287 N.",Source: 5/15/2009 aerial survey by D. D'Auria,,1,0,0,461000,4990000,461000,4990000,,,,,,,,,0,added 5/2009,0,1
707,WBC0707,09150,17A1,Libby Brook,0,0,0,1,1,0,1,0,0,Spruce? snags in flowage,"From jct of Rte 1 & Rte 186 (Eastern side of loop) in Gouldsboro, go S on 186 ~ 3.1 mi to farm on right (#378). Get permission to access at the farm. Walk W to flowage. Colony close to beaver dam. View from SW of dam.",Source: 5/18/2009 aerial survey by D. D'Auria,,0,0,0,577800,4921000,577800,4921000,,,,,,,,,0,added 5/2009,0,1
708,WBC0708,21080,41E5,Otter Pond,1,0,0,1,0,1,0,1,1,live tree on island on east side of pond.,"From Rtes 6/15 in Monson, go E on Elliotsville Rd, take 1st left after crossing Big Wilson Stream. Go 2-3 mi on this rd (Drew Valley Rd) to gate which is open most of time. Take 2nd left (~1 mi from gate) & pond visible in 0.25-0.5 mi on E side.",Source: C. Todd - personal communication,,1,0,0,467600,5028000,467600,5028000,,,,,,,,,0,added 5/2009,0,0
709,WBC0709,21010,31B4,Lowell Brook,0,0,0,1,1,0,1,0,0,snags in flowage,West on Rte 16 ~2.5-3 mi from Rte 15/16 junction in Abbot. Colony located on south side of road.,Source: D. Kane; verified on ground by D. D'Auria,,1,0,0,461000,5003000,461000,5003000,,,,,,,,,0,added 6/2009,1,0
710,WBC0710,07150,28E3,Rangeley River,0,0,0,1,0,1,0,0,1,live pines,,Source: C. Todd eagle flight 6/1/09 found 10 empty nests in pines with osprey nearby.,,0,0,0,359700,4981000,359700,4981000,,,,,,,,,0,added 6/2009,0,1
711,WBC0711,15170,07C1,Tyler Islands (W middle islet),1,1,0,1,0,1,0,0,1,live pines,,Source: C. Todd eagle flight 6/2/09 found 4 occupied nests in live pines in interior of west middle islet of Tyler Islands,,0,0,0,441000,4860000,441000,4860000,65-367,,,,,,,,0,added 6/2009,0,1
712,WBC0712,03180,65E4,River De Chute,0,0,0,0,1,0,1,0,0,snag,,Source: 5/28/09 aerial survey: 1 nest in a snag.,,0,0,0,592600,5169000,592600,5169000,,,,,,,,,0,added 6/2009,0,1
713,WBC0713,17090,10E1,Charles Pond,0,0,1,1,0,1,0,1,1,,"From North Fryeburg, follow Rte 113 N <1 mi. Charles Pond is to east.  Contact Chris Shopmeyer (NOAA law enforcement officer in NH) who owns land there, for boat access. Kayak to east end of pond where Charles River exits. Nests on south side of outlet.",Source: Doug Abert - 6/2/09: at least 9 active nests with nestlings in at least 4.,,1,0,0,342900,4889000,342900,4889000,,,,,Iwwh010005,,,,0,added 6/2009,1,0
714,WBC0714,17040,11C3,Basin Falls Brook,0,0,0,0,0,0,1,0,0,,"From Buckfield, travel ~3 mi  southwest on Rte 117 to S. Hodgdon Rd. Make a left onto S. Hodgdon Rd and travel past house to end of discontinued county road.  At the end there is a turn-around area.  Park here and follow road/ATV trail to the east towards wetland.",Source: 6/5/09 aerial survey: 1 active nest,,0,0,0,387300,4904000,387300,4904000,,,,,,,,,0,added 6/2009,0,1
715,WBC0715,17150,04D3,Ossippee River,0,0,0,1,1,0,1,0,0,snags in flowage,,"Source: 6/5/09 aerial survey: 11 active nests - 10 on west side, 1 on east side.",,1,0,0,353800,4853000,353800,4853000,,,,,,,,,0,added 6/2009,0,1
716,WBC0716,31150,04E3,Brown Brook,0,0,0,1,1,0,1,0,0,snags in flowage,"From Limerick, take Rte 160 N/W, look for left turn on Cramm Rd. On Cramm Rd, look to right for 2 stone pillars (entrance to apple orchard). Drive up dirt rd ~100 yds passing house & barn. Opening on right to park. Go E/NE to wetland.",Source: 6/5/09 aerial survey: 2 active nests.,,0,0,0,352600,4841000,352600,4841000,,,,,,,,,0,added 6/2009,0,1
717,WBC0717,31240,02B3,Norton Brook,0,0,0,1,1,0,1,0,0,0,"Frm Rt.202 in Waterborro turn at traffic light onto West Rd. Follow this until Ross Corner Rd. Follow RCR until ""T"" in the road. Turn left onto Owls NestRd, follow for short dist.then turn left on Nason Rd. Look for address 270 Nason Rd which will be on the left. To the left of the house is a atv trail. Follow this path for 200+ yards. Near the end on the right side is a small bank, walk over and down, look ahead for water and nesting trees.",Source: 6/5/09 aerial survey: 6 active nests.,,1,0,0,353400,4824000,353400,4824000,,,,,Iwwh201528,,,,0,added 6/2009,0,1
718,WBC0718,19260,33D5,Otter Brook,0,0,0,1,1,0,1,0,0,snag in flowage,,Source: 6/5/09 aerial survey: 1 empty nest.,,1,0,0,535700,4991000,535700,4991000,,,,,,,,,0,added 6/2009,0,1
719,WBC0719,17290,10D1,Mosquito Brook,0,0,0,0,1,0,1,0,0,snag in flowage,"From Rt 113 in Stow, take Meadow Rd, turn left onto Union Hill Rd. at intersection.Follow Union Hill until ""Y"" bear left onto S. Barboiur Rd. Follow to end of road. Walk east 1/2 mile to bog/small pond. Nest located on east side.",Source: 6/5/09 aerial survey: 1 empty nest low in snag.,,1,0,0,342100,4896000,342100,4896000,,,,,,,,,0,added 6/2009,0,1
720,WBC0720,31180,04E2,Pendexter Brook,0,0,0,0,1,0,1,0,0,snag inflowage,,Source: 6/5/09 aerial survey: 1 empty nest in good repair in center of flowage.,,1,0,0,351600,4837000,351600,4837000,,,,,,,,,0,added 6/2009,0,1
721,WBC0721,25858,39D5,McKenny Ponds,0,0,0,1,0,1,0,1,1,one large white pine (live?) at water's edge,"From Rte 201 in Parlin Pond twp, travel west on Spencer Rd. For several miles until the Grace Pond Rd. Travel ~1 mile south on this road and veer onto Bulldog Rd. (This is the main drag, follow signs to Bulldog camps)Take a right onto Laroche Rd and another right ~2 miles down this road. Travel this road as long as possible w/ a pickup, walk rest of trail until perpendicular to waypoint, start into woods here.","Source: 6/5/09 email from Mike Johnson: old nest site, not sure how many nests or birds.",,0,0,0,405900,5034000,405900,5034000,,,,,,,,,0,added 6/2009,1,0
722,WBC0722,25858,39D5,Horse Brook,0,0,0,1,0,1,0,0,1,live red pine and spruce trees in upland setting,"From Rte 201 in Parlin Pond twp, travel west on Spencer Rd. For several miles until the Grace Pond Rd. Travel ~1 mile south on this road and veer onto Bulldog Rd. (This is the main drag, follow signs to Bulldog camps)Take a right onto Laroche Rd and another right ~2 miles down this road. Travel ~1 mile and take first right, travekl to end. Follow waypoint directions from here. (45.469357)(-70.197304)","Source: 5/30/09 and 6/5/09 emails from Mike Johnson: 6 nests and 7 adults; in red pine and spruce, all live trees.",,0,0,0,406400,5036000,406400,5036000,,,,,,,,,0,added 6/2009,1,0
723,WBC0723,19190,33C3,Hemlock Stream (Middle - 3),0,0,0,0,1,0,1,0,0,snags in flowage,"From I-95 Howland Exit #217, travel W onto Rte 6/155~2.2 miles to the 155-30 Rd.(Gun Barrel Rd) Follow this road straight 1.9 miles take sharp right.Follow this main rd ~3.9 miles then take left and go ~0.4 miles until you see an old road to the right.  Take this old rd .5 miles before parking. Hike through woods to wetland. Nest trees are towards southend of wetland.",Source: 6/4/09 aerial survey: 3 active nests.,,0,0,0,522927.09309,4998822.1714,,,,,,,,,,,0,added 6/2009,0,1
724,WBC0724,19190,33C3,Hemlock Stream (Middle - 4),0,0,0,0,1,0,1,0,0,snag in flowage,,Source: 6/4/09 aerial survey: 1 inactive nest.,,0,0,0,522360.11335,4998987.55779,,,,,,,,,,,0,added 6/2009,0,1
725,WBC0725,13803,08A4,Muscle Ridge Channel - Fisherman Island Passage - Fisherman Island,1,1,0,0,0,0,0,0,1,,,Source: John Drury reported 2-3 SNEG nests during 2009 breeding season.,,0,0,0,496909.92441,4876573.21499,,,63-402,,,,,,,,0,added 8/2009,1,0
726,WBC0726,03820,52B5,Nickerson Brook,0,0,0,0,1,0,1,0,0,snags in flowage,,Source: 7/28/09 aerial survey for adult loons: 6 inactive nests.,,0,0,0,570094.56055,5095501.77431,,,,,,,,,,,0,added 9/2009,0,1
727,WBC0727,19190,33B3,Pollard Brook,0,0,0,1,1,0,1,0,0,snags in flowage,"From I-95 Howland Exit#217, travel W on Rte 6/155 approx.1.7 miles to dirt rd on left(155-10 rd). Bare left on this rd nd travel ~2.7 MILES TO THE WETLAND. There is a parking spot on the right side just before the rd crosses the wetland. Follow bit of trail along north edge of wetland. Nest trees were close to north edge of wetland.","Source: Marc Caron found 7 inactive nests on Sept 17, 2009.",,1,0,0,523729.74635,5005135.29141,,,,,,,,,,,0,added 9/2009,1,0
728,WBC0728,11080,12C5,Cold Stream,0,0,0,0,1,0,1,0,0,,,Source: CMP MPRP helicopter survey summer 2009.,,1,0,0,433908.82182,4900767.28645,,,,,,,,,,,0,added 10/2009,0,1
729,WBC0729,05090,03A2,South Branch Stroudwater River,0,0,0,0,0,0,0,0,0,,,Source: CMP MPRP helicopter survey summer 2009.,,0,0,0,383052.57919,4831524.17095,,,,,,,,,,,0,added 10/2009,0,1
730,WBC0730,03180,65D4,Monson Pond,0,0,0,0,1,0,1,0,0,,,"Source: Bill Sheehan, May 2009: at least 1 active, parts of 3 nests visible.",,1,0,0,591570.89172,5170445.03944,,,,,,,,,,,0,added 10/2009,1,0
731,WBC0731,27120,22D3,Marsh Stream,0,0,0,0,1,0,1,0,0,,"From Brooks (jct of Rtes 139 and 7), follow Rte 7 North ~4 mi to Jackson Rd. Make a right on Jackson Rd and go ~3 mi to house #941 on left. The wetland is ~0.25 mi back behind house and open fields.","Source: Brad Allen, January 11, 2010 midwinter waterfowl inventory aerial flight; 6 nests visible, possibly the remnants of a 7th nest, too.",,0,0,0,492621.71593,4941823.91638,,,,,,,,,,,0,added 01/2010,0,0
732,WBC0732,27030,22E2,Kenny Brook Flowage,0,0,0,0,1,0,1,0,0,,"Site is approximately 1 miles south on the Kenney Road from Rt. 139; big yellow farm house on right at top of hill…down behind the house, cross stream bear left at field to edge of woods, where flowage may be observed.","Source: Keel Kemper, Feb 22, 2010 email: ""2 nests in 1 snag, 1 nest in 2nd snag; closer to east end of wetland...been a few heron nests at this flowage off and on for years.""",,1,0,0,486910.13753,4930951.53664,,,,,,,Iwwh030786,,,,0,added 02/2010,0,0
